NumIters,Seconds,LearningRate,l2_error
310.0,90.154345,0.0001,157.005
311.0,90.445803,0.0001,130.31
312.0,90.737961,0.0001,148.803
313.0,91.028974,0.0001,139.56
314.0,91.320857,0.0001,165.603
315.0,91.611753,0.0001,127.762
316.0,91.904283,0.0001,165.036
317.0,92.195824,0.0001,153.818
318.0,92.487203,0.0001,119.707
319.0,92.778079,0.0001,156.645
320.0,93.070188,0.0001,147.201
321.0,93.360919,0.0001,149.405
322.0,93.652253,0.0001,141.412
323.0,93.943086,0.0001,151.582
324.0,94.235182,0.0001,169.921
325.0,94.526697,0.0001,122.168
326.0,94.818657,0.0001,114.057
327.0,95.110157,0.0001,121.109
328.0,95.402247,0.0001,166.461
329.0,95.69331,0.0001,110.634
330.0,95.984637,0.0001,141.619
331.0,96.275876,0.0001,138.847
332.0,96.566918,0.0001,134.452
333.0,96.857875,0.0001,117.115
334.0,97.148619,0.0001,134.056
335.0,97.44045,0.0001,161.397
336.0,97.731667,0.0001,128.487
337.0,98.023686,0.0001,140.815
338.0,98.315572,0.0001,193.191
339.0,98.606873,0.0001,193.094
340.0,98.898924,0.0001,129.631
341.0,99.189533,0.0001,131.186
342.0,99.481092,0.0001,129.141
343.0,99.772941,0.0001,136.802
344.0,100.065326,0.0001,149.76
345.0,100.356724,0.0001,166.09
346.0,100.650022,0.0001,132.552
347.0,100.941849,0.0001,160.671
348.0,101.23396,0.0001,138.857
349.0,101.524837,0.0001,127.326
350.0,101.817334,0.0001,143.469
351.0,102.108584,0.0001,144.025
352.0,102.401052,0.0001,133.025
353.0,102.692131,0.0001,140.428
354.0,102.984866,0.0001,123.431
355.0,103.276451,0.0001,151.914
356.0,103.568433,0.0001,160.85
357.0,103.859549,0.0001,131.34
358.0,104.152008,0.0001,119.609
359.0,104.442983,0.0001,137.61
360.0,104.734482,0.0001,145.556
361.0,105.025388,0.0001,144.88
362.0,105.317735,0.0001,147.443
363.0,105.608613,0.0001,144.468
364.0,105.900373,0.0001,146.614
365.0,106.191424,0.0001,155.785
366.0,106.48371,0.0001,141.031
367.0,106.775369,0.0001,111.093
368.0,107.067564,0.0001,139.89
369.0,107.35912,0.0001,139.107
370.0,107.651223,0.0001,163.202
371.0,107.94208,0.0001,129.711
372.0,108.233064,0.0001,126.813
373.0,108.524512,0.0001,126.898
374.0,108.816249,0.0001,133.943
375.0,109.108094,0.0001,166.144
376.0,109.399277,0.0001,168.917
377.0,109.689972,0.0001,131.685
378.0,109.982748,0.0001,130.772
379.0,110.274,0.0001,167.748
380.0,110.565624,0.0001,184.069
381.0,110.857328,0.0001,132.339
382.0,111.149037,0.0001,153.499
383.0,111.440316,0.0001,147.552
384.0,111.732575,0.0001,159.22
385.0,112.023828,0.0001,194.628
386.0,112.316045,0.0001,158.863
387.0,112.607049,0.0001,169.555
388.0,112.899229,0.0001,151.406
389.0,113.190588,0.0001,158.372
390.0,113.483057,0.0001,161.263
391.0,113.774464,0.0001,153.07
392.0,114.066447,0.0001,128.555
393.0,114.357982,0.0001,130.713
394.0,114.649884,0.0001,145.966
395.0,114.942196,0.0001,129.621
396.0,115.238446,0.0001,172.734
397.0,115.535284,0.0001,147.062
398.0,115.835324,0.0001,173.443
399.0,116.24582,0.0001,160.206
400.0,116.545423,0.0001,120.391
401.0,116.844125,0.0001,124.519
402.0,117.144021,0.0001,127.166
403.0,117.442958,0.0001,129.757
404.0,117.746013,0.0001,125.659
405.0,118.047288,0.0001,147.96
406.0,118.349648,0.0001,138.08
407.0,118.650563,0.0001,132.527
408.0,118.952877,0.0001,156.558
409.0,119.254108,0.0001,143.473
410.0,119.556741,0.0001,119.75
411.0,119.858536,0.0001,142.461
412.0,120.160827,0.0001,156.04
413.0,120.46227,0.0001,161.957
414.0,120.763927,0.0001,137.723
415.0,121.064365,0.0001,167.407
416.0,121.365869,0.0001,144.217
417.0,121.667171,0.0001,155.057
418.0,121.96878,0.0001,166.181
419.0,122.269686,0.0001,159.748
420.0,122.571674,0.0001,155.312
421.0,122.873092,0.0001,120.758
422.0,123.174906,0.0001,191.745
423.0,123.475777,0.0001,162.446
424.0,123.778151,0.0001,126.06
425.0,124.080572,0.0001,165.149
426.0,124.390138,0.0001,165.577
427.0,124.694499,0.0001,153.817
428.0,125.000193,0.0001,134.827
429.0,125.303434,0.0001,147.856
430.0,125.606884,0.0001,131.744
431.0,125.91923,0.0001,148.619
432.0,126.221083,0.0001,120.78
433.0,126.524255,0.0001,136.705
434.0,126.826277,0.0001,139.495
435.0,127.129586,0.0001,158.55
436.0,127.431838,0.0001,159.159
437.0,127.735847,0.0001,131.941
438.0,128.038364,0.0001,148.809
439.0,128.341788,0.0001,167.925
440.0,128.64446,0.0001,156.128
441.0,128.947991,0.0001,146.006
442.0,129.250071,0.0001,148.79
443.0,129.554095,0.0001,131.153
444.0,129.857046,0.0001,111.065
445.0,130.16115,0.0001,145.567
446.0,130.463309,0.0001,114.261
447.0,130.766932,0.0001,167.296
448.0,131.069764,0.0001,146.079
449.0,131.37369,0.0001,122.588
450.0,131.675559,0.0001,146.37
451.0,131.978219,0.0001,140.916
452.0,132.280066,0.0001,164.816
453.0,132.583143,0.0001,152.992
454.0,132.885853,0.0001,179.739
455.0,133.189153,0.0001,144.54
456.0,133.488132,0.0001,132.33
457.0,133.789671,0.0001,135.048
458.0,134.08922,0.0001,149.321
459.0,134.38979,0.0001,153.263
460.0,134.689831,0.0001,139.386
461.0,134.990794,0.0001,136.234
462.0,135.290114,0.0001,117.562
463.0,135.591039,0.0001,154.465
464.0,135.890516,0.0001,159.404
465.0,136.191023,0.0001,133.431
466.0,136.490381,0.0001,188.762
467.0,136.791548,0.0001,121.408
468.0,137.091265,0.0001,132.71
469.0,137.392173,0.0001,144.556
470.0,137.691992,0.0001,116.518
471.0,137.992806,0.0001,141.961
472.0,138.292362,0.0001,125.991
473.0,138.592638,0.0001,155.173
474.0,138.891814,0.0001,160.054
475.0,139.193378,0.0001,123.122
476.0,139.49282,0.0001,135.8
477.0,139.79284,0.0001,137.372
478.0,140.091063,0.0001,122.632
479.0,140.391574,0.0001,183.672
480.0,140.690469,0.0001,125.714
481.0,140.991008,0.0001,127.282
482.0,141.29124,0.0001,127.059
483.0,141.59157,0.0001,136.875
484.0,141.890903,0.0001,136.949
485.0,142.191529,0.0001,127.593
486.0,142.491498,0.0001,130.152
487.0,142.792309,0.0001,122.19
488.0,143.091253,0.0001,118.883
489.0,143.391656,0.0001,146.726
490.0,143.690932,0.0001,177.767
491.0,143.992121,0.0001,126.043
492.0,144.292137,0.0001,157.754
493.0,144.5928,0.0001,125.703
494.0,144.891912,0.0001,140.92
495.0,145.192548,0.0001,137.097
496.0,145.49201,0.0001,108.153
497.0,145.792985,0.0001,157.98
498.0,146.092957,0.0001,158.322
499.0,146.501056,0.0001,146.255
500.0,146.79767,0.0001,131.232
501.0,147.092814,0.0001,119.042
502.0,147.388133,0.0001,150.354
503.0,147.685327,0.0001,127.258
504.0,147.980173,0.0001,151.809
505.0,148.275667,0.0001,124.595
506.0,148.5706,0.0001,153.664
507.0,148.867127,0.0001,139.59
508.0,149.162209,0.0001,107.485
509.0,149.458822,0.0001,130.842
510.0,149.754312,0.0001,140.475
511.0,150.050349,0.0001,154.289
512.0,150.345747,0.0001,125.582
513.0,150.64207,0.0001,143.064
514.0,150.937836,0.0001,160.898
515.0,151.234645,0.0001,107.236
516.0,151.529747,0.0001,124.263
517.0,151.826151,0.0001,119.44
518.0,152.121929,0.0001,142.395
519.0,152.417726,0.0001,126.333
520.0,152.712529,0.0001,146.391
521.0,153.00862,0.0001,129.324
522.0,153.304179,0.0001,183.908
523.0,153.601043,0.0001,128.881
524.0,153.89645,0.0001,146.135
525.0,154.193148,0.0001,188.964
526.0,154.488123,0.0001,154.2
527.0,154.78544,0.0001,150.072
528.0,155.080834,0.0001,133.129
529.0,155.377655,0.0001,141.368
530.0,155.673284,0.0001,147.026
531.0,155.969995,0.0001,147.954
532.0,156.265162,0.0001,167.626
533.0,156.561806,0.0001,155.776
534.0,156.857352,0.0001,154.397
535.0,157.153812,0.0001,170.833
536.0,157.449626,0.0001,122.637
537.0,157.746335,0.0001,176.748
538.0,158.041822,0.0001,135.505
539.0,158.339423,0.0001,161.008
540.0,158.63517,0.0001,150.036
541.0,158.932255,0.0001,160.914
542.0,159.227892,0.0001,139.575
543.0,159.524754,0.0001,137.837
544.0,159.82031,0.0001,134.407
545.0,160.117269,0.0001,157.742
546.0,160.413017,0.0001,147.626
547.0,160.709563,0.0001,167.983
548.0,161.005436,0.0001,171.395
549.0,161.301861,0.0001,153.015
550.0,161.596868,0.0001,114.005
551.0,161.89365,0.0001,172.579
552.0,162.189967,0.0001,94.5805
553.0,162.486116,0.0001,135.953
554.0,162.78053,0.0001,173.218
555.0,163.077208,0.0001,161.464
556.0,163.372486,0.0001,104.294
557.0,163.668936,0.0001,168.813
558.0,163.964511,0.0001,197.445
559.0,164.261538,0.0001,150.937
560.0,164.557258,0.0001,154.178
561.0,164.853581,0.0001,134.016
562.0,165.14909,0.0001,141.505
563.0,165.445359,0.0001,130.54
564.0,165.740548,0.0001,140.309
565.0,166.037508,0.0001,123.344
566.0,166.333397,0.0001,151.513
567.0,166.629924,0.0001,140.057
568.0,166.925307,0.0001,127.407
569.0,167.221508,0.0001,127.28
570.0,167.516767,0.0001,115.207
571.0,167.813364,0.0001,185.094
572.0,168.109089,0.0001,131.346
573.0,168.405267,0.0001,159.585
574.0,168.700502,0.0001,139.475
575.0,168.99701,0.0001,144.557
576.0,169.292793,0.0001,142.305
577.0,169.588394,0.0001,133.576
578.0,169.884914,0.0001,104.816
579.0,170.18051,0.0001,132.135
580.0,170.4765,0.0001,114.006
581.0,170.771934,0.0001,141.888
582.0,171.068199,0.0001,158.057
583.0,171.363649,0.0001,143.297
584.0,171.658841,0.0001,123.043
585.0,171.954249,0.0001,143.009
586.0,172.251072,0.0001,147.325
587.0,172.546326,0.0001,121.568
588.0,172.84268,0.0001,144.148
589.0,173.138414,0.0001,143.24
590.0,173.435503,0.0001,158.064
591.0,173.731557,0.0001,155.968
592.0,174.027763,0.0001,146.642
593.0,174.324408,0.0001,204.71
594.0,174.625931,0.0001,157.653
595.0,174.92534,0.0001,136.741
596.0,175.225772,0.0001,132.916
597.0,175.525058,0.0001,111.232
598.0,175.825856,0.0001,122.01
599.0,176.232563,0.0001,151.008
600.0,176.528362,0.0001,133.371
601.0,176.824899,0.0001,145.17
602.0,177.120306,0.0001,131.709
603.0,177.417925,0.0001,154.295
604.0,177.713217,0.0001,129.447
605.0,178.009984,0.0001,129.075
606.0,178.306588,0.0001,174.79
607.0,178.603346,0.0001,147.376
608.0,178.899946,0.0001,159.36
609.0,179.196023,0.0001,115.462
610.0,179.491787,0.0001,143.078
611.0,179.790926,0.0001,144.574
612.0,180.091939,0.0001,120.628
613.0,180.391409,0.0001,191.702
614.0,180.692376,0.0001,167.096
615.0,180.992224,0.0001,154.877
616.0,181.292222,0.0001,165.692
617.0,181.591424,0.0001,139.112
618.0,181.892379,0.0001,144.713
619.0,182.191405,0.0001,145.282
620.0,182.491926,0.0001,136.705
621.0,182.791046,0.0001,124.111
622.0,183.091759,0.0001,113.426
623.0,183.390741,0.0001,147.625
624.0,183.691388,0.0001,146.611
625.0,183.990147,0.0001,169.483
626.0,184.290318,0.0001,132.527
627.0,184.588498,0.0001,138.738
628.0,184.888759,0.0001,119.351
629.0,185.188032,0.0001,144.351
630.0,185.488839,0.0001,147.912
631.0,185.791038,0.0001,142.416
632.0,186.094149,0.0001,123.028
633.0,186.397136,0.0001,153.106
634.0,186.699259,0.0001,136.249
635.0,187.002326,0.0001,132.133
636.0,187.304918,0.0001,157.964
637.0,187.607579,0.0001,158.82
638.0,187.909096,0.0001,138.572
639.0,188.212409,0.0001,123.153
640.0,188.514353,0.0001,181.029
641.0,188.817508,0.0001,135.312
642.0,189.119334,0.0001,146.924
643.0,189.422634,0.0001,115.377
644.0,189.724422,0.0001,154.983
645.0,190.028271,0.0001,135.042
646.0,190.330531,0.0001,128.097
647.0,190.63372,0.0001,175.972
648.0,190.935659,0.0001,158.859
649.0,191.239311,0.0001,116.734
650.0,191.541565,0.0001,125.027
651.0,191.844321,0.0001,142.798
652.0,192.146428,0.0001,155.513
653.0,192.449431,0.0001,142.451
654.0,192.75134,0.0001,155.001
655.0,193.054389,0.0001,173.158
656.0,193.356448,0.0001,159.214
657.0,193.660115,0.0001,151.98
658.0,193.962074,0.0001,117.586
659.0,194.265084,0.0001,120.857
660.0,194.567262,0.0001,205.254
661.0,194.870259,0.0001,130.234
662.0,195.172292,0.0001,143.579
663.0,195.475715,0.0001,131.683
664.0,195.777605,0.0001,129.802
665.0,196.080349,0.0001,128.842
666.0,196.382427,0.0001,115.544
667.0,196.685197,0.0001,123.499
668.0,196.986774,0.0001,147.145
669.0,197.290031,0.0001,136.436
670.0,197.591902,0.0001,135.543
671.0,197.895133,0.0001,137.331
672.0,198.197576,0.0001,106.203
673.0,198.500738,0.0001,123.384
674.0,198.80212,0.0001,151.132
675.0,199.105562,0.0001,129.023
676.0,199.407943,0.0001,144.591
677.0,199.711374,0.0001,122.614
678.0,200.013679,0.0001,170.287
679.0,200.317662,0.0001,166.711
680.0,200.61917,0.0001,126.129
681.0,200.922624,0.0001,143.626
682.0,201.224231,0.0001,149.701
683.0,201.527534,0.0001,135.692
684.0,201.829356,0.0001,139.568
685.0,202.131592,0.0001,148.469
686.0,202.433415,0.0001,155.823
687.0,202.736767,0.0001,134.649
688.0,203.039085,0.0001,148.332
689.0,203.342536,0.0001,167.676
690.0,203.644408,0.0001,161.049
691.0,203.947209,0.0001,119.995
692.0,204.249322,0.0001,109.888
693.0,204.553297,0.0001,102.632
694.0,204.855416,0.0001,166.431
695.0,205.1596,0.0001,163.786
696.0,205.461277,0.0001,129.914
697.0,205.76473,0.0001,145.656
698.0,206.065831,0.0001,139.493
699.0,206.482643,0.0001,186.906
700.0,206.782667,0.0001,128.456
701.0,207.082473,0.0001,135.365
702.0,207.382282,0.0001,136.2
703.0,207.682801,0.0001,149.868
704.0,207.983337,0.0001,173.25
705.0,208.283937,0.0001,128.114
706.0,208.583389,0.0001,153.732
707.0,208.883913,0.0001,136.821
708.0,209.183523,0.0001,137.001
709.0,209.483916,0.0001,138.151
710.0,209.782861,0.0001,174.079
711.0,210.083286,0.0001,164.341
712.0,210.382236,0.0001,168.098
713.0,210.68154,0.0001,138.67
714.0,210.981053,0.0001,172.022
715.0,211.281334,0.0001,149.303
716.0,211.580258,0.0001,138.937
717.0,211.879709,0.0001,156.28
718.0,212.178941,0.0001,126.707
719.0,212.478576,0.0001,164.107
720.0,212.778841,0.0001,137.19
721.0,213.078765,0.0001,169.324
722.0,213.379199,0.0001,153.751
723.0,213.679638,0.0001,130.319
724.0,213.979008,0.0001,149.239
725.0,214.279438,0.0001,151.301
726.0,214.578999,0.0001,118.986
727.0,214.878772,0.0001,124.508
728.0,215.178256,0.0001,135.232
729.0,215.478853,0.0001,156.924
730.0,215.777994,0.0001,134.842
731.0,216.078675,0.0001,113.917
732.0,216.378295,0.0001,159.232
733.0,216.678729,0.0001,121.106
734.0,216.977802,0.0001,156.092
735.0,217.278238,0.0001,100.8
736.0,217.577772,0.0001,143.399
737.0,217.878778,0.0001,132.281
738.0,218.17752,0.0001,137.947
739.0,218.478368,0.0001,144.388
740.0,218.77787,0.0001,152.536
741.0,219.078796,0.0001,141.005
742.0,219.379155,0.0001,149.172
743.0,219.678205,0.0001,127.874
744.0,219.977766,0.0001,158.778
745.0,220.278445,0.0001,152.577
746.0,220.577137,0.0001,135.797
747.0,220.877446,0.0001,164.683
748.0,221.176436,0.0001,155.26
749.0,221.47709,0.0001,132.509
750.0,221.775742,0.0001,114.027
751.0,222.076941,0.0001,156.246
752.0,222.376252,0.0001,120.905
753.0,222.677014,0.0001,150.098
754.0,222.976357,0.0001,164.048
755.0,223.276963,0.0001,133.158
756.0,223.575835,0.0001,127.311
757.0,223.876749,0.0001,141.732
758.0,224.175636,0.0001,125.005
759.0,224.476405,0.0001,138.233
760.0,224.77519,0.0001,161.776
761.0,225.075897,0.0001,141.889
762.0,225.375555,0.0001,167.348
763.0,225.676933,0.0001,119.043
764.0,225.976152,0.0001,118.246
765.0,226.277372,0.0001,170.211
766.0,226.577018,0.0001,136.816
767.0,226.877483,0.0001,138.516
768.0,227.176285,0.0001,159.41
769.0,227.477083,0.0001,141.436
770.0,227.776026,0.0001,131.094
771.0,228.077517,0.0001,129.249
772.0,228.377275,0.0001,150.414
773.0,228.677822,0.0001,150.185
774.0,228.977155,0.0001,190.68
