NumIters,Seconds,LearningRate,l2_error
104.0,30.482116,0.0001,420.37
105.0,30.773201,0.0001,371.664
106.0,31.065079,0.0001,443.441
107.0,31.356926,0.0001,382.934
108.0,31.648593,0.0001,490.984
109.0,31.939955,0.0001,415.075
110.0,32.231709,0.0001,382.193
111.0,32.523252,0.0001,478.34
112.0,32.8149,0.0001,394.478
113.0,33.106654,0.0001,333.842
114.0,33.398327,0.0001,390.779
115.0,33.690494,0.0001,386.841
116.0,33.98135,0.0001,665.094
117.0,34.273397,0.0001,328.359
118.0,34.564631,0.0001,375.056
119.0,34.857001,0.0001,387.251
120.0,35.148279,0.0001,327.384
121.0,35.440749,0.0001,337.727
122.0,35.732613,0.0001,300.517
123.0,36.024891,0.0001,333.054
124.0,36.316628,0.0001,517.068
125.0,36.608601,0.0001,391.169
126.0,36.899901,0.0001,412.006
127.0,37.192287,0.0001,362.998
128.0,37.483552,0.0001,347.159
129.0,37.775692,0.0001,372.99
130.0,38.066917,0.0001,446.253
131.0,38.358945,0.0001,407.996
132.0,38.650394,0.0001,414.356
133.0,38.942523,0.0001,324.052
134.0,39.233471,0.0001,389.272
135.0,39.525662,0.0001,353.612
136.0,39.817321,0.0001,365.758
137.0,40.10967,0.0001,335.693
138.0,40.401098,0.0001,408.55
139.0,40.692918,0.0001,405.356
140.0,40.984037,0.0001,346.195
141.0,41.276282,0.0001,473.421
142.0,41.568018,0.0001,495.414
143.0,41.859752,0.0001,370.995
144.0,42.151685,0.0001,448.009
145.0,42.443564,0.0001,391.42
146.0,42.735029,0.0001,411.931
147.0,43.026464,0.0001,420.215
148.0,43.318189,0.0001,441.95
149.0,43.60952,0.0001,343.114
150.0,43.90129,0.0001,336.481
151.0,44.193409,0.0001,420.253
152.0,44.484732,0.0001,330.923
153.0,44.776546,0.0001,415.002
154.0,45.067638,0.0001,390.875
155.0,45.359454,0.0001,484.107
156.0,45.65126,0.0001,383.174
157.0,45.942663,0.0001,512.219
158.0,46.23384,0.0001,472.857
159.0,46.526218,0.0001,403.966
160.0,46.817314,0.0001,388.647
161.0,47.109486,0.0001,479.087
162.0,47.401222,0.0001,478.993
163.0,47.693311,0.0001,418.52
164.0,47.983989,0.0001,390.029
165.0,48.27621,0.0001,319.025
166.0,48.56731,0.0001,366.997
167.0,48.859645,0.0001,602.796
168.0,49.151893,0.0001,448.863
169.0,49.444253,0.0001,418.196
170.0,49.735585,0.0001,373.76
171.0,50.027915,0.0001,434.565
172.0,50.31946,0.0001,402.612
173.0,50.611734,0.0001,317.864
174.0,50.903507,0.0001,307.254
175.0,51.195853,0.0001,461.347
176.0,51.487265,0.0001,338.564
177.0,51.779223,0.0001,357.307
178.0,52.07126,0.0001,348.626
179.0,52.363529,0.0001,393.436
180.0,52.655067,0.0001,514.627
181.0,52.947162,0.0001,370.46
182.0,53.239038,0.0001,419.565
183.0,53.530542,0.0001,398.006
184.0,53.821988,0.0001,461.474
185.0,54.113271,0.0001,483.994
186.0,54.405077,0.0001,365.872
187.0,54.697433,0.0001,357.631
188.0,54.989262,0.0001,361.071
189.0,55.281566,0.0001,362.56
190.0,55.573507,0.0001,481.342
191.0,55.865496,0.0001,352.948
192.0,56.156571,0.0001,402.705
193.0,56.448615,0.0001,406.125
194.0,56.740691,0.0001,315.339
195.0,57.033129,0.0001,472.277
196.0,57.324718,0.0001,389.776
197.0,57.617433,0.0001,399.063
198.0,57.908589,0.0001,390.257
199.0,58.311122,0.0001,373.283
200.0,58.602711,0.0001,599.119
201.0,58.894044,0.0001,369.408
202.0,59.185576,0.0001,399.435
203.0,59.477095,0.0001,402.188
204.0,59.768726,0.0001,402.446
205.0,60.06154,0.0001,353.971
206.0,60.35328,0.0001,353.109
207.0,60.646281,0.0001,371.152
208.0,60.937997,0.0001,368.551
209.0,61.230366,0.0001,340.404
210.0,61.522467,0.0001,350.708
211.0,61.815558,0.0001,380.507
212.0,62.107392,0.0001,384.959
213.0,62.400373,0.0001,438.317
214.0,62.691541,0.0001,360.748
215.0,62.984414,0.0001,402.864
216.0,63.276055,0.0001,390.204
217.0,63.568851,0.0001,408.724
218.0,63.860611,0.0001,350.085
219.0,64.152895,0.0001,446.55
220.0,64.445398,0.0001,372.416
221.0,64.738027,0.0001,419.295
222.0,65.029732,0.0001,414.508
223.0,65.322423,0.0001,358.581
224.0,65.614549,0.0001,402.226
225.0,65.906225,0.0001,414.45
226.0,66.198838,0.0001,352.701
227.0,66.490412,0.0001,356.851
228.0,66.786233,0.0001,380.205
229.0,67.085161,0.0001,329.981
230.0,67.394238,0.0001,427.381
231.0,67.701062,0.0001,417.823
232.0,68.020908,0.0001,364.607
233.0,68.33847,0.0001,393.774
234.0,68.654557,0.0001,348.439
235.0,68.971449,0.0001,457.494
236.0,69.29564,0.0001,420.83
237.0,69.616251,0.0001,435.442
238.0,69.931778,0.0001,431.303
239.0,70.25517,0.0001,421.948
240.0,70.572377,0.0001,368.647
241.0,70.889771,0.0001,442.857
242.0,71.204742,0.0001,440.568
243.0,71.521281,0.0001,350.641
244.0,71.836713,0.0001,329.058
245.0,72.153042,0.0001,535.736
246.0,72.468997,0.0001,445.798
247.0,72.784796,0.0001,435.097
248.0,73.099723,0.0001,410.206
249.0,73.416022,0.0001,349.985
250.0,73.731664,0.0001,350.816
251.0,74.047519,0.0001,370.272
252.0,74.368325,0.0001,451.443
253.0,74.686327,0.0001,348.735
254.0,75.003284,0.0001,416.563
255.0,75.318159,0.0001,392.809
256.0,75.63449,0.0001,370.819
257.0,75.950769,0.0001,388.964
258.0,76.266793,0.0001,362.876
259.0,76.585596,0.0001,465.913
260.0,76.902537,0.0001,473.202
261.0,77.218114,0.0001,351.582
262.0,77.535018,0.0001,507.435
263.0,77.851167,0.0001,311.756
264.0,78.167581,0.0001,316.381
265.0,78.483457,0.0001,346.012
266.0,78.80015,0.0001,310.536
267.0,79.115809,0.0001,366.088
268.0,79.43206,0.0001,396.982
269.0,79.747659,0.0001,384.127
270.0,80.06459,0.0001,392.987
271.0,80.38867,0.0001,369.803
272.0,80.707438,0.0001,473.103
273.0,81.030808,0.0001,363.19
274.0,81.349259,0.0001,433.892
275.0,81.664966,0.0001,338.246
276.0,81.981181,0.0001,298.028
277.0,82.29745,0.0001,383.313
278.0,82.612891,0.0001,523.715
279.0,82.929297,0.0001,346.119
280.0,83.244824,0.0001,369.712
281.0,83.566525,0.0001,414.108
282.0,83.883619,0.0001,323.695
283.0,84.200264,0.0001,342.77
284.0,84.516037,0.0001,363.451
285.0,84.833481,0.0001,405.249
286.0,85.1492,0.0001,360.046
287.0,85.465946,0.0001,359.016
288.0,85.78177,0.0001,370.357
289.0,86.098521,0.0001,349.196
290.0,86.413719,0.0001,343.515
291.0,86.730652,0.0001,402.372
292.0,87.047036,0.0001,368.05
293.0,87.363457,0.0001,371.06
294.0,87.678631,0.0001,386.327
295.0,87.995111,0.0001,572.4
296.0,88.310776,0.0001,510.268
297.0,88.626897,0.0001,338.886
298.0,88.943203,0.0001,393.917
299.0,89.374041,0.0001,473.722
300.0,89.686473,0.0001,359.691
301.0,89.999623,0.0001,354.477
302.0,90.311806,0.0001,399.914
303.0,90.624908,0.0001,399.177
304.0,90.93759,0.0001,375.943
305.0,91.250652,0.0001,303.307
306.0,91.562228,0.0001,353.037
307.0,91.874122,0.0001,359.131
308.0,92.186476,0.0001,374.796
309.0,92.498845,0.0001,348.099
310.0,92.811724,0.0001,402.39
311.0,93.123756,0.0001,388.645
312.0,93.435937,0.0001,413.076
313.0,93.747947,0.0001,405.664
314.0,94.060882,0.0001,446.931
315.0,94.372993,0.0001,360.506
316.0,94.685572,0.0001,472.888
317.0,94.997255,0.0001,420.856
318.0,95.309979,0.0001,325.711
319.0,95.622325,0.0001,424.573
320.0,95.935258,0.0001,403.406
321.0,96.247185,0.0001,423.583
322.0,96.560027,0.0001,377.453
323.0,96.871871,0.0001,394.08
324.0,97.184798,0.0001,482.696
325.0,97.497291,0.0001,353.451
326.0,97.810108,0.0001,341.512
327.0,98.122178,0.0001,330.713
328.0,98.435385,0.0001,471.664
329.0,98.74742,0.0001,340.78
330.0,99.060563,0.0001,405.508
331.0,99.373534,0.0001,376.118
332.0,99.685777,0.0001,371.9
333.0,99.997995,0.0001,334.247
334.0,100.310056,0.0001,392.084
335.0,100.622116,0.0001,424.702
336.0,100.935174,0.0001,342.32
337.0,101.247332,0.0001,399.938
338.0,101.559176,0.0001,510.923
339.0,101.870806,0.0001,497.627
340.0,102.183162,0.0001,351.526
341.0,102.495405,0.0001,373.502
342.0,102.808471,0.0001,386.693
343.0,103.120364,0.0001,362.889
344.0,103.433609,0.0001,432.101
345.0,103.745292,0.0001,435.102
346.0,104.058193,0.0001,395.595
347.0,104.369895,0.0001,450.73
348.0,104.682827,0.0001,375.026
349.0,104.995519,0.0001,349.306
350.0,105.308141,0.0001,403.076
351.0,105.619599,0.0001,379.476
352.0,105.932704,0.0001,359.113
353.0,106.244625,0.0001,384.562
354.0,106.556237,0.0001,348.641
355.0,106.868668,0.0001,428.599
356.0,107.180707,0.0001,423.868
357.0,107.493604,0.0001,384.509
358.0,107.806029,0.0001,361.242
359.0,108.119156,0.0001,389.495
360.0,108.431216,0.0001,387.272
361.0,108.744814,0.0001,369.211
362.0,109.056513,0.0001,407.109
363.0,109.36991,0.0001,400.996
364.0,109.681872,0.0001,403.668
365.0,109.994617,0.0001,416.922
366.0,110.306628,0.0001,366.48
367.0,110.618945,0.0001,335.691
368.0,110.931043,0.0001,366.888
369.0,111.243548,0.0001,373.338
370.0,111.555594,0.0001,452.622
371.0,111.868173,0.0001,340.451
372.0,112.179498,0.0001,361.16
373.0,112.492639,0.0001,360.499
374.0,112.804951,0.0001,357.446
375.0,113.117745,0.0001,459.377
376.0,113.43025,0.0001,464.237
377.0,113.743176,0.0001,370.423
378.0,114.054797,0.0001,355.698
379.0,114.367908,0.0001,474.311
380.0,114.68022,0.0001,489.888
381.0,114.993191,0.0001,358.621
382.0,115.305256,0.0001,383.54
383.0,115.618028,0.0001,390.305
384.0,115.930036,0.0001,428.602
385.0,116.243083,0.0001,512.91
386.0,116.555198,0.0001,416.848
387.0,116.87359,0.0001,434.873
388.0,117.187085,0.0001,410.71
389.0,117.50712,0.0001,414.332
390.0,117.828424,0.0001,450.725
391.0,118.143474,0.0001,428.019
392.0,118.456563,0.0001,366.141
393.0,118.76841,0.0001,380.871
394.0,119.08176,0.0001,436.59
395.0,119.393425,0.0001,372.365
396.0,119.712415,0.0001,497.782
397.0,120.024844,0.0001,418.707
398.0,120.337572,0.0001,472.264
399.0,120.782625,0.0001,415.903
400.0,121.093982,0.0001,332.07
401.0,121.403479,0.0001,398.325
402.0,121.714573,0.0001,349.095
403.0,122.02404,0.0001,341.227
404.0,122.334745,0.0001,351.567
405.0,122.650929,0.0001,400.873
406.0,122.962825,0.0001,368.68
407.0,123.273479,0.0001,391.66
408.0,123.59108,0.0001,433.736
409.0,123.901865,0.0001,381.219
410.0,124.212487,0.0001,333.021
411.0,124.523,0.0001,401.592
412.0,124.833969,0.0001,510.136
413.0,125.150302,0.0001,417.403
414.0,125.459577,0.0001,371.923
415.0,125.77713,0.0001,450.949
416.0,126.090971,0.0001,398.222
417.0,126.409266,0.0001,417.633
418.0,126.719988,0.0001,449.172
419.0,127.038823,0.0001,425.117
420.0,127.349372,0.0001,421.335
421.0,127.660023,0.0001,336.857
422.0,127.977494,0.0001,468.599
423.0,128.289303,0.0001,450.517
424.0,128.600312,0.0001,359.309
425.0,128.918692,0.0001,459.192
426.0,129.2294,0.0001,433.377
427.0,129.546949,0.0001,416.02
428.0,129.857744,0.0001,385.858
429.0,130.177902,0.0001,414.024
430.0,130.488351,0.0001,379.407
431.0,130.799224,0.0001,427.418
432.0,131.109342,0.0001,336.713
433.0,131.419818,0.0001,380.438
434.0,131.733195,0.0001,406.911
435.0,132.048864,0.0001,422.734
436.0,132.367153,0.0001,388.81
437.0,132.678089,0.0001,352.377
438.0,132.987916,0.0001,409.506
439.0,133.29958,0.0001,462.608
440.0,133.609669,0.0001,410.346
441.0,133.921207,0.0001,420.206
442.0,134.231215,0.0001,427.318
443.0,134.542199,0.0001,365.202
444.0,134.852399,0.0001,310.146
445.0,135.163296,0.0001,379.614
446.0,135.473636,0.0001,304.04
447.0,135.784762,0.0001,441.386
448.0,136.094314,0.0001,391.377
449.0,136.406391,0.0001,341.875
450.0,136.716079,0.0001,440.068
451.0,137.027709,0.0001,392.512
452.0,137.338036,0.0001,432.491
453.0,137.649218,0.0001,402.448
454.0,137.95943,0.0001,574.48
455.0,138.270113,0.0001,397.21
456.0,138.580313,0.0001,357.38
457.0,138.891016,0.0001,384.976
458.0,139.201538,0.0001,415.594
459.0,139.512616,0.0001,416.052
460.0,139.823119,0.0001,383.796
461.0,140.133858,0.0001,386.079
462.0,140.445556,0.0001,327.569
463.0,140.755823,0.0001,405.388
464.0,141.067372,0.0001,406.885
465.0,141.377651,0.0001,373.434
466.0,141.688707,0.0001,530.634
467.0,141.998506,0.0001,339.879
468.0,142.309716,0.0001,375.53
469.0,142.619648,0.0001,401.035
470.0,142.930761,0.0001,327.244
471.0,143.241037,0.0001,394.415
472.0,143.551945,0.0001,353.609
473.0,143.862329,0.0001,408.452
474.0,144.173409,0.0001,392.323
475.0,144.483974,0.0001,355.927
476.0,144.794779,0.0001,376.03
477.0,145.105634,0.0001,381.799
478.0,145.417223,0.0001,344.894
479.0,145.72788,0.0001,503.612
480.0,146.039285,0.0001,353.425
481.0,146.349371,0.0001,360.751
482.0,146.660898,0.0001,377.098
483.0,146.970984,0.0001,363.664
484.0,147.281932,0.0001,359.652
485.0,147.592454,0.0001,352.787
486.0,147.904042,0.0001,368.552
487.0,148.214319,0.0001,342.367
488.0,148.525754,0.0001,322.621
489.0,148.83603,0.0001,400.207
490.0,149.14728,0.0001,469.441
491.0,149.457464,0.0001,343.125
492.0,149.768381,0.0001,423.572
493.0,150.078249,0.0001,340.265
494.0,150.389126,0.0001,407.503
495.0,150.699485,0.0001,404.12
496.0,151.010162,0.0001,285.739
497.0,151.320508,0.0001,421.976
498.0,151.638978,0.0001,423.396
499.0,152.084615,0.0001,392.238
500.0,152.393337,0.0001,339.232
501.0,152.710495,0.0001,341.685
502.0,153.026762,0.0001,373.545
503.0,153.342655,0.0001,375.345
504.0,153.652978,0.0001,426.778
505.0,153.969165,0.0001,361.079
506.0,154.284771,0.0001,453.138
507.0,154.594348,0.0001,386.161
508.0,154.91212,0.0001,298.893
509.0,155.219913,0.0001,354.421
510.0,155.53588,0.0001,407.957
511.0,155.844517,0.0001,418.221
512.0,156.160442,0.0001,354.877
513.0,156.474144,0.0001,377.894
514.0,156.784907,0.0001,425.619
515.0,157.102249,0.0001,298.845
516.0,157.409716,0.0001,349.428
517.0,157.72665,0.0001,343.583
518.0,158.036754,0.0001,393.079
519.0,158.349892,0.0001,354.598
520.0,158.664722,0.0001,426.724
521.0,158.973501,0.0001,351.594
522.0,159.29231,0.0001,490.132
523.0,159.601569,0.0001,362.664
524.0,159.918232,0.0001,400.584
525.0,160.229733,0.0001,462.727
526.0,160.539614,0.0001,418.246
527.0,160.84937,0.0001,394.637
528.0,161.168484,0.0001,355.731
529.0,161.479334,0.0001,367.889
530.0,161.790216,0.0001,377.762
531.0,162.100298,0.0001,388.804
532.0,162.411299,0.0001,456.168
533.0,162.72128,0.0001,409.761
534.0,163.031569,0.0001,455.499
535.0,163.341364,0.0001,496.085
536.0,163.652753,0.0001,343.375
537.0,163.962622,0.0001,477.194
538.0,164.273503,0.0001,376.612
539.0,164.58313,0.0001,437.387
540.0,164.893688,0.0001,415.747
541.0,165.203986,0.0001,448.323
542.0,165.514339,0.0001,372.528
543.0,165.825979,0.0001,377.329
544.0,166.142627,0.0001,399.93
545.0,166.459247,0.0001,446.845
546.0,166.775219,0.0001,400.081
547.0,167.090685,0.0001,446.18
548.0,167.407746,0.0001,474.89
549.0,167.722504,0.0001,403.585
550.0,168.039411,0.0001,320.39
551.0,168.354302,0.0001,448.188
552.0,168.670816,0.0001,268.42
553.0,168.986792,0.0001,380.402
554.0,169.302975,0.0001,472.718
555.0,169.618599,0.0001,425.523
556.0,169.935295,0.0001,287.349
557.0,170.250741,0.0001,462.922
558.0,170.567156,0.0001,639.696
559.0,170.883402,0.0001,413.298
560.0,171.19834,0.0001,413.152
561.0,171.514687,0.0001,371.218
562.0,171.830387,0.0001,388.685
563.0,172.146715,0.0001,365.214
564.0,172.462657,0.0001,387.091
565.0,172.779612,0.0001,349.776
566.0,173.095814,0.0001,379.659
567.0,173.412946,0.0001,373.862
568.0,173.728748,0.0001,359.606
569.0,174.045378,0.0001,342.373
570.0,174.360752,0.0001,311.033
571.0,174.676973,0.0001,474.284
572.0,174.992358,0.0001,361.22
573.0,175.309497,0.0001,434.891
574.0,175.624553,0.0001,402.333
575.0,175.941118,0.0001,387.994
576.0,176.255868,0.0001,402.062
577.0,176.571533,0.0001,374.415
578.0,176.887299,0.0001,291.635
579.0,177.203378,0.0001,355.715
580.0,177.519387,0.0001,322.588
581.0,177.835471,0.0001,400.051
582.0,178.151202,0.0001,412.787
583.0,178.468113,0.0001,389.541
584.0,178.783713,0.0001,325.341
585.0,179.10039,0.0001,391.366
586.0,179.416138,0.0001,392.894
587.0,179.732891,0.0001,340.006
588.0,180.048474,0.0001,409.604
589.0,180.365083,0.0001,395.355
590.0,180.681039,0.0001,438.994
591.0,180.996634,0.0001,430.042
592.0,181.312445,0.0001,411.41
593.0,181.628126,0.0001,544.253
594.0,181.94466,0.0001,444.156
595.0,182.260721,0.0001,362.667
596.0,182.577307,0.0001,353.121
597.0,182.893091,0.0001,306.803
598.0,183.209688,0.0001,346.546
599.0,183.644574,0.0001,405.643
600.0,183.961226,0.0001,363.338
601.0,184.276654,0.0001,377.057
602.0,184.592255,0.0001,371.909
603.0,184.907869,0.0001,408.342
604.0,185.223373,0.0001,365.705
605.0,185.539899,0.0001,358.309
606.0,185.855425,0.0001,470.751
607.0,186.171841,0.0001,396.79
608.0,186.487118,0.0001,392.179
609.0,186.803398,0.0001,319.434
610.0,187.118914,0.0001,396.45
611.0,187.434942,0.0001,395.34
612.0,187.750705,0.0001,335.902
613.0,188.067458,0.0001,513.129
614.0,188.383257,0.0001,462.974
615.0,188.703429,0.0001,408.596
616.0,189.020845,0.0001,440.676
617.0,189.337188,0.0001,412.339
618.0,189.660797,0.0001,415.712
619.0,189.987224,0.0001,406.895
620.0,190.318342,0.0001,374.368
621.0,190.641104,0.0001,343.35
622.0,190.958362,0.0001,295.069
623.0,191.278142,0.0001,388.912
624.0,191.594939,0.0001,367.047
625.0,191.9108,0.0001,461.48
626.0,192.226367,0.0001,340.409
627.0,192.542867,0.0001,364.213
628.0,192.858485,0.0001,337.194
629.0,193.174279,0.0001,379.847
630.0,193.489204,0.0001,405.416
631.0,193.805213,0.0001,383.947
632.0,194.121002,0.0001,338.017
633.0,194.437374,0.0001,407.495
634.0,194.752436,0.0001,365.892
635.0,195.068713,0.0001,375.076
636.0,195.384226,0.0001,423.651
637.0,195.699924,0.0001,438.695
638.0,196.015694,0.0001,368.815
639.0,196.331256,0.0001,320.954
640.0,196.646981,0.0001,442.645
641.0,196.961953,0.0001,361.069
642.0,197.277243,0.0001,423.67
643.0,197.592517,0.0001,318.858
644.0,197.908592,0.0001,395.582
645.0,198.223579,0.0001,374.71
646.0,198.538123,0.0001,337.109
647.0,198.853603,0.0001,458.906
648.0,199.169158,0.0001,396.861
649.0,199.484581,0.0001,309.436
650.0,199.800682,0.0001,345.414
651.0,200.116465,0.0001,380.748
652.0,200.431711,0.0001,413.198
653.0,200.747676,0.0001,398.241
654.0,201.063509,0.0001,423.576
655.0,201.379187,0.0001,449.375
656.0,201.694515,0.0001,432.99
657.0,202.010093,0.0001,408.885
658.0,202.326396,0.0001,333.324
659.0,202.641912,0.0001,324.968
660.0,202.957801,0.0001,550.102
661.0,203.272969,0.0001,345.08
662.0,203.588019,0.0001,390.216
663.0,203.903981,0.0001,347.179
664.0,204.21976,0.0001,335.314
665.0,204.535985,0.0001,354.09
666.0,204.852,0.0001,319.058
667.0,205.167085,0.0001,322.211
668.0,205.482809,0.0001,415.854
669.0,205.798595,0.0001,347.939
670.0,206.113941,0.0001,357.166
671.0,206.429677,0.0001,373.795
672.0,206.744998,0.0001,299.715
673.0,207.060642,0.0001,330.911
674.0,207.376338,0.0001,393.777
675.0,207.691643,0.0001,366.307
676.0,208.007378,0.0001,395.641
677.0,208.322768,0.0001,333.623
678.0,208.638042,0.0001,435.382
679.0,208.953261,0.0001,433.584
680.0,209.269526,0.0001,356.584
681.0,209.58452,0.0001,409.709
682.0,209.899901,0.0001,441.968
683.0,210.215541,0.0001,375.894
684.0,210.53208,0.0001,387.444
685.0,210.848362,0.0001,390.481
686.0,211.164249,0.0001,381.158
687.0,211.480217,0.0001,358.848
688.0,211.79575,0.0001,393.189
689.0,212.111617,0.0001,425.785
690.0,212.426914,0.0001,430.475
691.0,212.742487,0.0001,324.376
692.0,213.057508,0.0001,294.546
693.0,213.372728,0.0001,276.7
694.0,213.688391,0.0001,404.978
695.0,214.003671,0.0001,421.122
696.0,214.319,0.0001,358.448
697.0,214.634209,0.0001,390.568
698.0,214.949695,0.0001,376.471
699.0,215.401019,0.0001,468.099
700.0,215.716071,0.0001,329.936
701.0,216.031701,0.0001,358.706
702.0,216.34743,0.0001,369.499
703.0,216.662714,0.0001,413.611
704.0,216.978424,0.0001,467.606
705.0,217.294098,0.0001,341.044
706.0,217.60934,0.0001,392.995
707.0,217.92479,0.0001,372.729
708.0,218.240381,0.0001,343.099
709.0,218.555895,0.0001,387.487
710.0,218.871377,0.0001,425.634
711.0,219.187012,0.0001,425.989
712.0,219.502915,0.0001,459.075
713.0,219.818257,0.0001,372.436
714.0,220.134359,0.0001,442.167
715.0,220.450636,0.0001,400.055
716.0,220.76666,0.0001,377.431
717.0,221.082042,0.0001,422.35
718.0,221.398031,0.0001,355.52
719.0,221.713558,0.0001,424.973
720.0,222.029397,0.0001,335.085
721.0,222.345075,0.0001,467.008
722.0,222.660738,0.0001,410.825
723.0,222.976534,0.0001,349.954
724.0,223.292312,0.0001,396.128
725.0,223.607759,0.0001,412.063
726.0,223.923591,0.0001,314.607
727.0,224.238876,0.0001,325.639
728.0,224.554633,0.0001,377.16
729.0,224.870512,0.0001,401.208
730.0,225.18615,0.0001,339.488
731.0,225.502421,0.0001,313.316
732.0,225.8179,0.0001,471.454
733.0,226.133699,0.0001,332.586
734.0,226.449701,0.0001,426.739
735.0,226.765198,0.0001,274.466
736.0,227.08106,0.0001,364.141
737.0,227.396698,0.0001,346.859
738.0,227.712117,0.0001,391.439
739.0,228.02749,0.0001,379.578
740.0,228.343342,0.0001,402.894
741.0,228.659133,0.0001,364.609
742.0,228.974214,0.0001,406.423
743.0,229.289583,0.0001,345.237
744.0,229.605155,0.0001,427.58
745.0,229.920324,0.0001,396.646
746.0,230.235971,0.0001,379.103
747.0,230.551631,0.0001,439.462
748.0,230.868186,0.0001,408.884
749.0,231.183419,0.0001,349.101
750.0,231.499123,0.0001,314.075
751.0,231.814379,0.0001,392.969
752.0,232.12998,0.0001,327.93
753.0,232.44537,0.0001,392.535
754.0,232.760827,0.0001,431.753
755.0,233.076655,0.0001,380.049
756.0,233.392188,0.0001,335.516
757.0,233.707453,0.0001,382.32
758.0,234.022767,0.0001,355.88
759.0,234.338585,0.0001,362.084
760.0,234.654272,0.0001,442.858
761.0,234.969623,0.0001,377.9
762.0,235.284897,0.0001,440.444
763.0,235.600756,0.0001,342.289
764.0,235.916453,0.0001,303.962
765.0,236.232157,0.0001,430.054
766.0,236.548123,0.0001,406.176
767.0,236.863953,0.0001,373.998
768.0,237.179345,0.0001,415.561
769.0,237.4949,0.0001,378.008
770.0,237.810278,0.0001,345.091
771.0,238.125925,0.0001,327.319
772.0,238.441315,0.0001,410.912
773.0,238.756949,0.0001,389.45
774.0,239.072418,0.0001,481.29
